asset_id,date,energy_kwh,availability_pct,avg_wind_speed_ms,irradiance_wm2,temperature_c,fault_code,fault_description
WT-012,2024-06-25,7156.0,92.8,6.7,,24.2,,
WT-012,2024-06-26,4568.7,93.1,5.9,,23.5,,
WT-012,2024-06-27,16391.4,97.7,8.2,,14.2,,
WT-012,2024-06-28,253.8,93.0,3.7,,20.7,,
WT-012,2024-06-29,5212.0,98.7,6.0,,22.9,,
WT-012,2024-06-30,3789.3,97.3,5.5,,20.8,,
WT-013,2024-01-01,24968.5,70.8,10.6,,5.2,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-013,2024-01-02,29604.4,94.2,10.2,,6.8,,
WT-013,2024-01-03,23977.4,93.1,9.7,,11.7,,
WT-013,2024-01-04,17055.3,98.9,8.5,,6.5,,
WT-013,2024-01-05,26159.1,100,9.8,,3.4,,
WT-013,2024-01-06,33178.1,93.4,10.6,,7.3,,
WT-013,2024-01-07,43631.0,95.9,12.4,,3.8,,
WT-013,2024-01-08,23059.0,93.0,9.3,,5.6,,
WT-013,2024-01-09,25032.7,94.3,9.7,,5.5,,
WT-013,2024-01-10,31050.4,95.6,10.6,,9.5,,
WT-013,2024-01-11,6909.0,95.1,6.6,,7.6,,
WT-013,2024-01-12,23018.2,93.7,9.5,,9.2,,
WT-013,2024-01-13,22557.5,91.5,9.5,,8.0,,
WT-013,2024-01-14,37834.4,93.9,11.2,,4.5,,
WT-013,2024-01-15,5537.2,91.5,6.2,,7.7,,
WT-013,2024-01-16,12845.6,93.0,7.9,,3.0,,
WT-013,2024-01-17,14077.3,94.1,8.2,,7.6,,
WT-013,2024-01-18,48608.1,100,11.9,,5.6,,
WT-013,2024-01-19,7407.8,97.5,6.6,,5.8,,
WT-013,2024-01-20,3272.5,96.6,5.4,,4.7,,
WT-013,2024-01-21,25098.9,97.6,9.8,,4.4,,
WT-013,2024-01-22,14876.6,91.9,8.2,,3.3,,
WT-013,2024-01-23,39003.1,97.7,11.3,,2.9,,
WT-013,2024-01-24,33897.7,83.9,12.6,,5.0,E-2001,SCADA communication timeout — data gap logged
WT-013,2024-01-25,12874.4,92.6,7.9,,9.4,,
WT-013,2024-01-26,29978.3,90.6,10.3,,5.8,,
WT-013,2024-01-27,9776.9,89.4,7.3,,4.0,,
WT-013,2024-01-28,29859.0,92.2,10.3,,5.1,,
WT-013,2024-01-29,7180.0,96.6,6.6,,9.8,,
WT-013,2024-01-30,31274.2,95.1,10.5,,7.6,,
WT-013,2024-01-31,39274.4,85.3,12.8,,1.5,,
WT-013,2024-02-01,47846.0,96.3,12.9,,8.4,,
WT-013,2024-02-02,49292.0,98.9,14.1,,10.5,,
WT-013,2024-02-03,16570.7,97.8,8.2,,2.4,,
WT-013,2024-02-04,16435.2,92.9,8.6,,4.2,,
WT-013,2024-02-05,13028.7,71.9,8.1,,8.9,E-5001,Transformer oil temperature warning — 85°C threshold reached
WT-013,2024-02-06,19354.4,100,8.9,,4.7,,
WT-013,2024-02-07,25930.9,100,9.6,,8.2,,
WT-013,2024-02-08,17872.9,95.9,8.6,,8.2,,
WT-013,2024-02-09,14568.8,96.5,8.2,,9.0,,
WT-013,2024-02-10,40848.9,92.1,11.7,,14.1,,
WT-013,2024-02-11,23595.7,95.1,9.3,,8.8,,
WT-013,2024-02-12,34429.5,99.5,10.7,,5.4,,
WT-013,2024-02-13,17790.8,93.7,8.8,,5.0,,
WT-013,2024-02-14,40823.8,95.1,11.5,,6.2,,
WT-013,2024-02-15,45779.9,93.8,13.3,,7.0,,
WT-013,2024-02-16,26718.0,98.3,9.7,,6.3,,
WT-013,2024-02-17,22605.6,94.6,9.2,,6.2,,
WT-013,2024-02-18,26483.1,90.1,10.2,,2.0,,
WT-013,2024-02-19,33663.1,94.9,10.7,,3.2,,
WT-013,2024-02-20,14795.7,99.4,8.1,,8.8,,
WT-013,2024-02-21,47936.8,97.7,12.0,,14.1,,
WT-013,2024-02-22,32018.0,96.2,10.5,,3.4,,
WT-013,2024-02-23,8128.6,98.7,6.8,,10.0,,
WT-013,2024-02-24,23391.1,96.2,9.6,,8.5,,
WT-013,2024-02-25,39664.7,97.4,11.5,,12.6,,
WT-013,2024-02-26,36481.0,94.3,11.3,,2.7,,
WT-013,2024-02-27,7591.3,73.5,7.2,,7.8,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-013,2024-02-28,45392.7,98.4,11.9,,0.9,,
WT-013,2024-02-29,47001.6,93.7,13.2,,0.0,,
WT-013,2024-03-01,31812.9,90.2,10.6,,-2.0,,
WT-013,2024-03-02,28478.0,93.5,10.3,,19.3,,
WT-013,2024-03-03,43677.2,97.7,11.7,,15.0,,
WT-013,2024-03-04,23794.3,95.9,9.7,,6.5,,
WT-013,2024-03-05,39090.4,99.8,10.9,,15.7,,
WT-013,2024-03-06,12467.0,88.7,7.8,,9.0,,
WT-013,2024-03-07,41933.0,97.1,11.4,,8.2,,
WT-013,2024-03-08,43752.7,94.0,12.1,,16.0,,
WT-013,2024-03-10,24300.4,96.2,9.4,,9.4,,
WT-013,2024-03-11,40507.1,92.0,11.4,,11.8,,
WT-013,2024-03-12,16156.2,98.9,8.2,,1.5,,
WT-013,2024-03-13,28740.9,86.6,10.9,,11.6,E-1001,Gearbox overheating — coolant flow below threshold
WT-013,2024-03-14,14701.3,96.7,8.1,,3.3,,
WT-013,2024-03-15,26928.1,90.2,10.2,,8.3,,
WT-013,2024-03-16,19519.3,93.5,9.1,,5.9,,
WT-013,2024-03-17,12848.4,93.8,7.8,,12.4,,
WT-013,2024-03-18,43574.7,95.7,12.3,,9.4,,
WT-013,2024-03-19,12199.2,90.6,7.8,,12.9,,
WT-013,2024-03-20,18864.7,97.7,8.7,,7.8,,
WT-013,2024-03-21,47195.6,94.2,13.5,,13.9,,
WT-013,2024-03-22,23695.6,100,9.5,,4.8,,
WT-013,2024-03-23,24183.2,88.9,9.8,,15.8,,
WT-013,2024-03-24,40301.0,95.8,11.5,,4.7,,
WT-013,2024-03-25,17652.2,87.4,8.8,,19.2,,
WT-013,2024-03-26,18890.9,92.7,8.8,,15.5,,
WT-013,2024-03-27,22414.3,91.7,9.5,,2.6,,
WT-013,2024-03-28,40204.0,95.9,11.6,,6.2,,
WT-013,2024-03-29,24158.2,93.7,9.4,,11.0,,
WT-013,2024-03-30,46576.8,95.5,12.3,,4.3,,
WT-013,2024-03-31,21881.8,95.1,9.3,,22.8,,
WT-013,2024-04-01,17359.6,99.8,8.3,,-4.0,,
WT-013,2024-04-02,6357.8,92.5,6.5,,20.1,,
WT-013,2024-04-03,28058.4,92.4,10.4,,23.4,,
WT-013,2024-04-04,10141.0,100,7.2,,15.7,,
WT-013,2024-04-05,14643.5,96.8,8.1,,18.7,,
WT-013,2024-04-06,14197.5,95.7,8.0,,20.1,,
WT-013,2024-04-07,24411.2,98.1,9.4,,13.2,,
WT-013,2024-04-08,3296.7,90.9,5.5,,19.2,,
WT-013,2024-04-09,24921.2,96.0,9.5,,19.0,,
WT-013,2024-04-10,26583.7,91.3,10.0,,23.3,,
WT-013,2024-04-11,4380.9,93.9,5.8,,7.7,,
WT-013,2024-04-12,18384.8,94.0,8.6,,3.7,,
WT-013,2024-04-13,29296.5,100,10.0,,22.2,,
WT-013,2024-04-14,8203.7,95.6,6.8,,13.0,,
WT-013,2024-04-15,40183.5,96.8,11.3,,16.4,,
WT-013,2024-04-16,15680.5,94.5,8.4,,12.7,,
WT-013,2024-04-17,9026.3,84.4,7.4,,12.5,,
WT-013,2024-04-18,22016.7,89.2,9.6,,11.3,,
WT-013,2024-04-19,16288.6,96.5,8.4,,23.2,,
WT-013,2024-04-20,26179.8,93.5,10.0,,16.6,,
WT-013,2024-04-21,11470.2,85.3,7.8,,14.3,,
WT-013,2024-04-22,24569.1,96.6,9.5,,22.7,,
WT-013,2024-04-23,36109.8,100,10.7,,13.8,,
WT-013,2024-04-24,25997.3,100,9.6,,6.6,,
WT-013,2024-04-26,5230.0,95.5,6.0,,18.3,,
WT-013,2024-04-27,13090.1,98.2,7.7,,10.3,,
WT-013,2024-04-28,8137.9,95.9,6.7,,21.2,,
WT-013,2024-04-29,358.2,95.5,3.8,,13.9,,
WT-013,2024-04-30,35314.2,97.9,10.8,,2.5,,
WT-013,2024-05-01,9302.0,97.8,7.1,,19.6,,
WT-013,2024-05-02,2774.6,92.1,5.3,,20.7,,
WT-013,2024-05-03,25963.0,87.4,10.2,,7.1,,
WT-013,2024-05-04,13462.1,92.9,7.8,,10.1,,
WT-013,2024-05-05,17080.9,97.2,8.5,,18.1,,
WT-013,2024-05-06,15216.4,93.7,8.4,,28.0,,
WT-013,2024-05-07,17329.0,93.4,8.7,,41.4,,
WT-013,2024-05-08,6544.3,100,6.3,,7.5,,
WT-013,2024-05-10,5702.7,99.7,6.1,,17.7,,
WT-013,2024-05-11,10752.9,92.9,7.5,,34.8,,
WT-013,2024-05-12,3293.3,91.2,5.4,,9.2,,
WT-013,2024-05-13,8704.7,97.4,6.8,,12.3,,
WT-013,2024-05-14,2669.9,94.2,5.2,,3.5,,
WT-013,2024-05-15,5925.6,95.8,6.3,,38.9,,
WT-013,2024-05-16,31682.7,97.3,10.2,,13.0,,
WT-013,2024-05-17,14553.9,97.2,7.9,,22.8,,
WT-013,2024-05-18,2001.8,89.2,4.9,,37.8,,
WT-013,2024-05-19,28405.8,95.0,10.0,,32.2,,
WT-013,2024-05-20,4533.3,95.4,5.9,,19.0,,
WT-013,2024-05-21,1049.9,100,4.3,,17.3,,
WT-013,2024-05-22,12654.7,99.5,7.8,,10.2,,
WT-013,2024-05-23,6.2,97.9,3.1,,32.8,,
WT-013,2024-05-24,19183.9,100,8.8,,24.5,,
WT-013,2024-05-25,13348.2,94.7,7.9,,21.8,,
WT-013,2024-05-26,8304.9,89.4,7.0,,18.9,,
WT-013,2024-05-27,631.7,92.5,4.1,,-0.0,,
WT-013,2024-05-28,19167.4,95.5,8.7,,14.4,,
WT-013,2024-05-29,13369.6,91.8,7.9,,23.9,,
WT-013,2024-05-30,6760.0,87.9,6.6,,29.5,,
WT-013,2024-05-31,4828.1,93.1,5.9,,28.2,,
WT-013,2024-06-01,8058.6,98.7,6.8,,28.1,,
WT-013,2024-06-02,1388.7,100,4.5,,11.5,,
WT-013,2024-06-03,6972.9,91.1,6.7,,2.4,,
WT-013,2024-06-04,1498.7,94.6,4.6,,6.3,,
WT-013,2024-06-05,1253.7,90.5,4.5,,28.5,,
WT-013,2024-06-06,8499.7,95.1,6.8,,25.2,,
WT-013,2024-06-07,3791.9,94.6,5.6,,29.1,,
WT-013,2024-06-08,10770.4,98.9,7.2,,25.1,,
WT-013,2024-06-09,5068.9,93.6,6.1,,9.4,,
WT-013,2024-06-10,9684.2,95.2,7.1,,7.8,,
WT-013,2024-06-11,7214.3,95.1,6.7,,19.9,,
WT-013,2024-06-12,5114.5,92.4,6.0,,39.7,,
WT-013,2024-06-13,15133.3,100,8.2,,24.4,,
WT-013,2024-06-14,467.9,95.0,3.9,,4.7,,
WT-013,2024-06-15,1529.5,89.5,4.7,,18.8,,
WT-013,2024-06-16,14570.8,98.1,8.0,,35.7,,
WT-013,2024-06-17,5454.0,74.7,6.5,,17.2,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-013,2024-06-18,21585.4,96.1,9.1,,22.3,,
WT-013,2024-06-19,4479.4,93.9,5.8,,20.2,,
WT-013,2024-06-20,10751.6,89.7,7.5,,32.6,,
WT-013,2024-06-21,13552.5,95.9,8.0,,3.9,,
WT-013,2024-06-22,1885.3,91.5,4.9,,23.6,,
WT-013,2024-06-23,1544.8,95.8,4.6,,24.2,,
WT-013,2024-06-24,0,93.2,2.9,,20.3,,
WT-013,2024-06-25,10681.0,93.0,7.4,,42.1,,
WT-013,2024-06-26,141.7,94.1,3.5,,-9.7,,
WT-013,2024-06-27,10703.3,93.2,7.5,,19.7,,
WT-013,2024-06-28,2366.3,95.3,5.1,,39.4,,
WT-013,2024-06-29,4922.2,90.8,6.0,,16.1,,
WT-013,2024-06-30,2015.3,99.3,4.9,,7.2,,
WT-014,2024-01-01,20819.3,73.1,8.6,,5.6,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-014,2024-01-02,52234.5,91.4,11.7,,9.8,,
WT-014,2024-01-03,20231.9,96.4,8.3,,3.0,,
WT-014,2024-01-04,53444.8,95.6,12.0,,5.2,,
WT-014,2024-01-05,26839.0,97.8,9.1,,7.1,,
WT-014,2024-01-06,12867.1,94.6,7.3,,2.6,,
WT-014,2024-01-07,49396.7,94.7,11.2,,-0.3,,
WT-014,2024-01-08,36640.6,100,10.3,,6.7,,
WT-014,2024-01-09,40946.1,93.8,10.6,,1.9,,
WT-014,2024-01-10,53614.6,94.1,12.4,,2.5,,
WT-014,2024-01-11,54185.4,97.7,11.7,,4.6,,
WT-014,2024-01-12,6451.4,96.5,6.0,,9.7,,
WT-014,2024-01-13,17013.9,96.7,8.0,,10.2,,
WT-014,2024-01-14,10466.7,99.2,6.8,,3.4,,
WT-014,2024-01-15,15728.6,97.5,7.7,,2.2,,
WT-014,2024-01-16,45008.0,97.2,10.8,,5.7,,
WT-014,2024-01-17,55445.2,98.8,12.2,,8.6,,
WT-014,2024-01-18,48776.7,92.2,11.4,,8.1,,
WT-014,2024-01-19,39031.7,94.8,10.4,,5.4,,
WT-014,2024-01-20,26659.7,90.8,9.5,,9.8,,
WT-014,2024-01-21,38438.3,95.8,10.4,,6.0,,
WT-014,2024-01-22,16133.6,91.8,7.8,,7.8,,
WT-014,2024-01-23,21086.6,96.2,8.4,,9.7,,
WT-014,2024-01-24,20102.6,92.0,8.5,,6.5,,
WT-014,2024-01-25,16351.6,88.5,8.1,,2.4,,
WT-014,2024-01-26,24967.8,90.9,9.2,,1.5,,
WT-014,2024-01-27,6846.9,97.4,6.2,,5.0,,
WT-014,2024-01-28,20346.0,96.0,8.5,,5.7,,
WT-014,2024-01-29,24693.7,83.6,10.0,,11.1,E-1003,Generator bearing vibration exceeds 8 mm/s RMS
WT-014,2024-01-30,54236.5,97.0,11.6,,13.3,,
WT-014,2024-01-31,51090.0,96.2,11.5,,4.2,,
WT-014,2024-02-01,33460.3,95.4,10.1,,1.2,,
WT-014,2024-02-02,24489.8,91.7,9.5,,7.1,E-5002,Main circuit breaker trip — overvoltage protection activated
WT-014,2024-02-03,59624.9,95.6,14.0,,14.4,,
WT-014,2024-02-04,22474.6,96.3,8.6,,5.2,,
WT-014,2024-02-05,26853.9,94.8,9.1,,6.0,,
WT-014,2024-02-06,24936.5,94.4,9.1,,-1.3,,
WT-014,2024-02-07,15095.6,94.8,7.7,,13.7,,
WT-014,2024-02-08,52638.7,93.7,11.7,,9.5,,
WT-014,2024-02-09,6195.0,91.3,6.0,,1.7,,
WT-014,2024-02-10,36607.5,93.8,10.3,,10.8,,
WT-014,2024-02-11,55600.6,93.2,12.5,,5.8,,
WT-014,2024-02-12,52809.9,92.0,11.7,,12.6,,
WT-014,2024-02-13,5821.9,98.4,5.9,,0.8,,
WT-014,2024-02-14,10891.3,77.9,7.4,,11.8,E-5002,Main circuit breaker trip — overvoltage protection activated
WT-014,2024-02-15,38906.1,95.8,10.7,,-3.5,,
WT-014,2024-02-16,18796.0,100,8.0,,4.0,,
WT-014,2024-02-17,31439.7,93.3,9.6,,8.9,,
WT-014,2024-02-18,32683.4,88.4,9.9,,10.6,,
WT-014,2024-02-19,6498.5,96.4,6.0,,8.2,,
WT-014,2024-02-20,5821.1,92.9,6.0,,3.7,,
WT-014,2024-02-21,22048.5,94.4,8.7,,13.4,,
WT-014,2024-02-22,54198.2,97.9,13.1,,2.7,,
WT-014,2024-02-23,34622.1,96.4,10.0,,8.7,,
WT-014,2024-02-24,29898.5,92.3,9.8,,6.2,,
WT-014,2024-02-25,38811.7,82.5,12.2,,11.0,E-1001,Gearbox overheating — coolant flow below threshold
WT-014,2024-02-26,56293.0,95.0,12.7,,-0.0,,
WT-014,2024-02-27,12689.2,100,7.2,,13.9,,
WT-014,2024-02-28,44917.4,99.5,10.7,,7.1,,
WT-014,2024-02-29,27293.9,99.7,9.3,,8.6,,
WT-014,2024-03-01,27713.7,93.8,9.4,,13.3,,
WT-014,2024-03-02,51630.8,91.6,12.0,,11.8,,
WT-014,2024-03-03,28575.7,95.6,9.4,,5.5,,
WT-014,2024-03-04,32921.4,93.2,10.0,,10.8,,
WT-014,2024-03-05,16459.8,93.2,7.9,,19.3,,
WT-014,2024-03-06,58785.7,100,11.7,,3.9,,
WT-014,2024-03-07,54036.1,97.5,12.6,,17.5,,
WT-014,2024-03-08,18662.4,96.2,8.3,,15.6,,
WT-014,2024-03-09,9092.1,100,6.6,,14.7,,
WT-014,2024-03-10,21031.0,92.7,8.4,,10.6,,
WT-014,2024-03-11,38806.1,96.0,10.5,,10.9,,
WT-014,2024-03-12,49575.8,93.4,11.5,,15.5,,
WT-014,2024-03-13,39212.5,98.5,10.2,,5.2,,
WT-014,2024-03-14,24051.3,97.3,9.0,,16.2,,
WT-014,2024-03-15,56675.8,96.7,13.0,,9.4,,
WT-014,2024-03-16,35755.9,96.7,10.1,,4.9,,
WT-014,2024-03-17,26391.3,90.9,9.3,,11.7,,
WT-014,2024-03-18,26596.4,100,9.0,,1.6,,
WT-014,2024-03-19,40932.3,99.0,10.3,,13.1,,
WT-014,2024-03-20,50342.1,94.4,11.7,,2.2,,
WT-014,2024-03-21,47365.5,91.9,11.2,,11.8,,
WT-014,2024-03-22,21446.4,97.5,8.4,,10.5,,
WT-014,2024-03-23,33318.0,90.5,10.0,,2.2,,
WT-014,2024-03-24,44128.7,93.9,10.8,,4.4,,
WT-014,2024-03-25,31695.2,93.1,9.7,,9.6,,
WT-014,2024-03-26,30185.1,96.2,9.5,,6.8,,
WT-014,2024-03-27,57192.0,94.7,12.5,,14.8,,
WT-014,2024-03-28,28398.4,93.6,9.6,,4.5,,
WT-014,2024-03-29,36105.7,94.5,10.2,,7.2,,
WT-014,2024-03-30,50611.5,99.5,11.2,,11.6,,
WT-014,2024-03-31,18515.8,93.2,8.2,,13.1,,
WT-014,2024-04-01,22755.0,94.6,8.7,,15.8,,
WT-014,2024-04-02,109.5,92.5,3.4,,10.6,,
WT-014,2024-04-03,8468.6,97.3,6.4,,9.1,,
WT-014,2024-04-04,14232.4,92.7,7.6,,5.5,,
WT-014,2024-04-05,16782.3,93.7,8.0,,5.9,,
WT-014,2024-04-06,9192.8,73.8,7.0,,15.4,E-5001,Transformer oil temperature warning — 85°C threshold reached
WT-014,2024-04-07,5627.5,99.5,5.7,,18.4,,
WT-014,2024-04-08,16466.0,96.3,7.8,,22.2,,
WT-014,2024-04-09,13780.4,96.5,7.4,,7.9,,
WT-014,2024-04-10,26097.8,90.8,9.2,,25.5,,
WT-014,2024-04-11,21964.1,91.3,8.6,,23.1,,
WT-014,2024-04-12,19564.0,67.4,8.7,,9.7,E-1002,Rotor imbalance detected — blade pitch deviation >2°
WT-014,2024-04-13,37748.0,94.8,10.5,,-1.6,,
WT-014,2024-04-14,9131.7,95.9,6.7,,19.1,,
WT-014,2024-04-15,7713.6,100,6.2,,10.4,,
WT-014,2024-04-16,28459.4,92.8,9.3,,-2.5,,
WT-014,2024-04-17,13438.5,92.8,7.4,,17.5,,
WT-014,2024-04-18,24020.5,89.4,8.9,,22.4,,
WT-014,2024-04-19,56404.7,99.0,13.0,,31.0,,
WT-014,2024-04-20,6909.2,91.7,6.3,,26.1,,
WT-014,2024-04-21,2813.3,94.5,5.0,,15.3,,
WT-014,2024-04-22,41976.4,93.6,11.1,,10.0,,
WT-014,2024-04-23,42001.2,95.4,10.7,,19.2,,
WT-014,2024-04-24,6566.8,94.6,6.0,,20.9,,
WT-014,2024-04-25,33338.6,89.6,10.1,,12.3,,
WT-014,2024-04-26,27109.5,93.0,9.4,,10.0,,
WT-014,2024-04-27,41183.2,99.4,10.6,,22.1,,
WT-014,2024-04-28,2278.6,96.0,4.8,,14.6,,
WT-014,2024-04-29,44233.5,97.7,10.7,,12.4,,
WT-014,2024-04-30,61430.2,100,12.4,,21.3,,
WT-014,2024-05-01,17159.1,96.7,7.9,,16.5,,
WT-014,2024-05-02,13137.4,93.2,7.4,,17.5,,
WT-014,2024-05-03,20472.7,97.0,8.5,,10.6,,
WT-014,2024-05-04,21679.3,89.1,8.8,,26.8,,
WT-014,2024-05-05,18094.0,96.0,8.1,,7.2,,
WT-014,2024-05-06,4953.7,95.1,5.7,,17.3,,
WT-014,2024-05-07,1490.5,87.3,4.5,,4.0,,
WT-014,2024-05-08,8424.1,93.6,6.6,,40.3,,
WT-014,2024-05-09,7409.1,92.2,6.4,,22.3,,
WT-014,2024-05-10,44431.0,96.7,11.0,,20.1,,
WT-014,2024-05-11,41966.2,99.9,10.4,,33.8,,
WT-014,2024-05-12,16040.2,94.0,8.0,,16.7,,
WT-014,2024-05-13,15428.6,92.9,7.9,,15.9,,
WT-014,2024-05-14,4718.0,94.5,5.6,,30.3,,
WT-014,2024-05-15,13690.7,97.5,7.4,,17.8,,
WT-014,2024-05-16,33721.3,93.4,10.2,,28.1,,
WT-014,2024-05-17,14367.9,96.7,7.6,,26.9,,
WT-014,2024-05-18,16398.5,93.0,7.9,,25.1,,
WT-014,2024-05-19,1091.1,80.0,4.5,,23.7,E-2002,Power curve deviation — output 15% below expected at reference wind speed
WT-014,2024-05-20,26423.1,92.2,9.3,,11.2,,
WT-014,2024-05-21,13608.0,89.2,7.6,,14.6,,
WT-014,2024-05-22,18058.6,97.0,8.1,,10.3,,
WT-014,2024-05-23,15222.5,94.8,7.8,,23.8,,
WT-014,2024-05-24,18295.6,96.2,8.0,,28.7,,
WT-014,2024-05-25,2359.0,95.1,4.9,,23.0,,
WT-014,2024-05-26,34937.5,93.8,10.3,,11.2,,
WT-014,2024-05-27,16996.8,95.9,7.9,,31.3,,
WT-014,2024-05-28,21603.3,95.4,8.7,,40.1,,
WT-014,2024-05-29,7544.7,95.8,6.3,,22.4,,
WT-014,2024-05-30,25519.0,96.4,9.0,,31.9,,
WT-014,2024-05-31,46511.8,100,10.8,,14.1,,
WT-014,2024-06-01,15026.0,94.0,7.8,,19.1,,
WT-014,2024-06-02,702.0,73.3,4.2,,31.6,E-4001,Yaw system fault — nacelle heading error >10°
WT-014,2024-06-03,9793.4,90.2,6.8,,26.9,,
WT-014,2024-06-04,18236.3,92.9,8.3,,24.2,,
WT-014,2024-06-05,8907.9,100,6.5,,7.2,,
WT-014,2024-06-06,6474.9,97.5,6.0,,14.7,,
WT-014,2024-06-07,8525.5,97.0,6.4,,21.4,,
WT-014,2024-06-08,4445.8,96.8,5.5,,-2.2,,
WT-014,2024-06-09,7073.4,99.4,6.1,,44.8,,
WT-014,2024-06-10,2095.8,92.1,4.8,,16.5,,
WT-014,2024-06-11,1982.0,98.0,4.7,,13.4,,
WT-014,2024-06-12,2593.0,95.0,4.9,,-20.9,,
WT-014,2024-06-13,2686.7,100,4.9,,30.7,,
WT-014,2024-06-14,0,100,2.8,,30.6,,
WT-014,2024-06-15,27062.9,90.8,9.6,,30.7,,
WT-014,2024-06-16,19086.7,92.2,8.5,,15.4,,
WT-014,2024-06-17,954.7,82.9,4.5,,15.1,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-014,2024-06-18,3907.5,90.2,5.5,,21.3,,
WT-014,2024-06-19,7083.8,93.3,6.3,,39.7,,
WT-014,2024-06-20,0,95.0,3.0,,14.6,,
WT-014,2024-06-21,15515.4,97.3,7.8,,24.3,,
WT-014,2024-06-22,7032.0,97.1,6.1,,29.7,,
WT-014,2024-06-23,8716.2,100,6.4,,23.5,,
WT-014,2024-06-24,16625.0,95.1,8.0,,23.2,,
WT-014,2024-06-25,4660.9,99.0,5.6,,22.9,,
WT-014,2024-06-26,3251.5,91.7,5.2,,16.9,,
WT-014,2024-06-27,1563.2,79.9,4.8,,11.6,E-2001,SCADA communication timeout — data gap logged
WT-014,2024-06-28,3415.8,93.8,5.3,,-1.6,,
WT-014,2024-06-29,9989.9,92.7,6.8,,16.0,,
WT-014,2024-06-30,5872.5,96.6,5.8,,21.9,,
WT-015,2024-01-01,10271.5,96.5,7.8,,3.8,,
WT-015,2024-01-02,29468.2,100,10.7,,6.9,,
WT-015,2024-01-03,35820.1,94.5,14.1,,4.4,,
WT-015,2024-01-04,24245.9,99.4,10.4,,7.2,,
WT-015,2024-01-05,3400.2,97.9,5.8,,5.8,,
WT-015,2024-01-06,25138.2,97.6,10.5,,3.9,,
WT-015,2024-01-07,11565.2,90.4,8.3,,5.0,,
WT-015,2024-01-08,10010.9,89.3,7.9,,0.9,,
WT-015,2024-01-09,12425.7,92.4,8.2,,5.2,,
WT-015,2024-01-10,23220.9,98.4,10.1,,5.6,,
WT-015,2024-01-11,14220.9,95.2,8.5,,5.6,,
WT-015,2024-01-12,27996.7,84.0,11.6,,-0.1,E-1001,Gearbox overheating — coolant flow below threshold
WT-015,2024-01-13,20349.8,98.8,9.7,,9.1,,
WT-015,2024-01-14,14751.5,96.6,8.6,,5.7,,
WT-015,2024-01-15,3925.2,91.1,6.1,,5.0,,
WT-015,2024-01-16,20407.8,93.6,10.0,,6.4,,
WT-015,2024-01-17,34916.0,93.8,13.0,,13.4,,
WT-015,2024-01-18,10061.1,69.3,8.5,,6.5,E-4002,Blade pitch actuator slow response — emergency feather engaged
WT-015,2024-01-19,12399.6,97.9,8.2,,5.6,,
WT-015,2024-01-21,19803.8,91.6,9.9,,-0.1,,
WT-015,2024-01-22,29371.7,93.2,11.3,,2.6,,
WT-015,2024-01-23,23354.3,91.3,10.2,,3.6,,
WT-015,2024-01-24,36672.3,97.0,14.9,,3.1,,
WT-015,2024-01-25,21949.5,95.2,10.2,,-0.1,,
WT-015,2024-01-26,24136.8,96.9,10.5,,3.2,,
WT-015,2024-01-27,9038.9,100,7.3,,7.7,,
WT-015,2024-01-28,17845.0,95.3,9.4,,6.8,,
WT-015,2024-01-29,18500.2,91.8,9.4,,3.2,,
WT-015,2024-01-30,29543.0,87.7,11.5,,-2.0,,
WT-015,2024-01-31,3407.4,96.5,5.7,,9.7,,
WT-015,2024-02-01,11876.1,94.0,8.2,,5.4,,
WT-015,2024-02-02,24790.4,98.8,10.4,,8.1,,
WT-015,2024-02-03,18180.6,97.0,9.2,,12.3,,
WT-015,2024-02-04,13235.2,73.6,9.1,,0.1,E-2002,Power curve deviation — output 15% below expected at reference wind speed
WT-015,2024-02-05,18755.8,94.3,9.5,,-0.4,,
WT-015,2024-02-06,17753.0,96.0,9.4,,7.4,,
WT-015,2024-02-07,23986.9,90.4,10.7,,14.9,,
WT-015,2024-02-08,10747.6,95.5,7.8,,12.5,,
WT-015,2024-02-09,34613.6,91.0,12.4,,7.9,,
WT-015,2024-02-10,25550.1,94.5,10.5,,2.0,,
WT-015,2024-02-11,4502.4,94.7,6.1,,15.4,,
WT-015,2024-02-12,16156.1,98.8,8.9,,11.7,,
WT-015,2024-02-13,2178.2,94.3,5.2,,2.5,,
WT-015,2024-02-15,24648.6,96.0,10.6,,4.0,,
WT-015,2024-02-16,39505.7,98.7,12.9,,5.5,,
WT-015,2024-02-17,22638.3,94.1,10.3,,5.4,,
WT-015,2024-02-18,6343.1,91.7,6.8,,-0.6,,
WT-015,2024-02-19,33131.3,88.5,11.8,,12.5,,
WT-015,2024-02-20,23550.7,95.3,10.3,,6.0,,
WT-015,2024-02-21,11065.9,92.1,8.2,,8.4,,
WT-015,2024-02-22,27305.7,97.6,10.5,,4.9,,
WT-015,2024-02-23,9251.3,100,7.4,,12.3,,
WT-015,2024-02-24,15639.2,93.3,8.9,,13.3,,
WT-015,2024-02-25,5776.1,92.3,6.7,,4.3,,
WT-015,2024-02-26,34916.2,95.6,11.9,,7.3,,
